id,jee_main_score,jee_advanced_score,mock_test_score_avg,school_board,class_12_percent,attempt_count,coaching_institute,daily_study_hours,family_income,parent_education,location_type,peer_pressure_level,mental_health_issues,dropout
ST5245,55.2,81.55,87.46,CBSE,72.32,1,Local,5.9,Low,Upto 10th,Semi-Urban,Low,Yes,yes
ST5246,67.32,65.79,61.76,State,50,1,Local,4.1,Mid,Graduate,Rural,Medium,No,no
ST5247,65.35,56.4,52.01,ICSE,61.64,1,No Coaching,6.7,Low,Upto 10th,Rural,Low,Yes,no
ST5248,62.85,41.06,75.58,CBSE,66.23,1,Allen,4,Mid,Upto 10th,Semi-Urban,High,No,no
ST5249,96.72,79.11,77.59,CBSE,85.97,2,Local,0.6,Low,Upto 10th,Semi-Urban,Low,Yes,no
ST5250,77.67,72.78,68.07,State,81.88,1,Local,5,Mid,Upto 10th,Urban,Low,Yes,no
ST5251,54.35,50.55,61.3,ICSE,69.46,1,Allen,0.2,Mid,12th,Semi-Urban,Medium,Yes,no
ST5252,84.85,57.38,79.93,ICSE,82.29,1,No Coaching,1.6,High,Graduate,Urban,Low,Yes,no
ST5253,100,58.53,74.34,ICSE,83.88,2,No Coaching,2.7,Low,Upto 10th,Rural,High,No,yes
ST5254,86.45,42.27,58.78,CBSE,73.39,2,FIITJEE,2.5,Mid,Graduate,Urban,Low,No,no
ST5255,50.73,52.92,68.59,ICSE,61.16,1,FIITJEE,3.4,High,PG,Semi-Urban,High,No,no
ST5256,65.22,47.86,51.78,CBSE,72.92,1,No Coaching,2.4,Low,PG,Urban,High,Yes,no
ST5257,89.74,59.4,76.23,CBSE,74.02,2,FIITJEE,1.7,Mid,Graduate,Urban,Medium,No,no
ST5258,62.09,54.18,64.85,State,62.68,1,FIITJEE,7.6,Mid,12th,Semi-Urban,High,No,no
ST5259,78.21,39.97,62.77,CBSE,78.67,2,Allen,3.1,Mid,12th,Urban,High,No,no
ST5260,82.84,98.36,67.61,State,77.8,1,Local,0,Low,PG,Rural,Medium,No,yes
ST5261,59.02,86.04,68.48,State,79.45,2,FIITJEE,3.8,High,Upto 10th,Urban,Medium,Yes,no
ST5262,71.17,53.54,78.74,ICSE,77.79,2,FIITJEE,2.3,Mid,PG,Semi-Urban,Medium,Yes,no
ST5263,26.62,70.36,75.09,State,82.3,1,Allen,2.7,High,Upto 10th,Semi-Urban,High,Yes,no
ST5264,57.66,72.68,66.12,ICSE,73.21,2,No Coaching,5.9,Low,PG,Semi-Urban,Medium,Yes,yes
ST5265,68.46,85.06,77.16,State,77.02,2,FIITJEE,3.6,Low,PG,Urban,High,No,yes
ST5266,54.53,52.9,72.81,CBSE,71.02,2,Local,2.2,Mid,12th,Rural,High,Yes,no
ST5267,94.85,83.47,62.88,ICSE,69.16,1,FIITJEE,5.4,Mid,Graduate,Semi-Urban,High,Yes,no
ST5268,51.98,57.23,66.5,CBSE,88.38,1,Local,6.8,Mid,Graduate,Semi-Urban,Medium,Yes,no
ST5269,65.84,44.63,66.22,ICSE,54.56,2,No Coaching,5.6,High,PG,Rural,High,No,no
ST5270,73.83,77.59,74.06,CBSE,83.77,2,FIITJEE,0,High,12th,Semi-Urban,High,Yes,yes
ST5271,92.18,86.65,63.6,State,68.79,1,Local,2.3,Mid,Upto 10th,Urban,Medium,Yes,no
ST5272,51.9,100,63.32,ICSE,67.5,1,Local,4.6,Low,PG,Semi-Urban,Medium,Yes,yes
ST5273,88.28,46.8,91.63,ICSE,77.62,1,Local,4,Low,Upto 10th,Semi-Urban,High,Yes,no
ST5274,72.14,77.18,79.28,ICSE,60.1,2,No Coaching,3.8,Mid,Upto 10th,Urban,High,No,no
ST5275,58.26,59.44,58.87,State,66.84,1,Local,2.5,High,12th,Rural,High,No,no
ST5276,78.47,78.53,74.85,CBSE,66.51,1,Allen,1.7,Low,12th,Rural,Medium,No,no
ST5277,74.79,42.47,69.42,State,72.79,1,No Coaching,8.5,High,Graduate,Semi-Urban,Medium,Yes,no
ST5278,63.6,45.8,72.7,State,66.96,1,Local,4.6,Mid,12th,Urban,Low,Yes,no
ST5279,72.98,53.59,69.65,State,91.01,2,No Coaching,5.8,High,PG,Urban,Medium,No,no
ST5280,66.61,67.26,82.28,CBSE,92.97,2,No Coaching,4.5,High,PG,Rural,High,Yes,no
ST5281,73.59,55.74,72.15,State,54.78,1,Allen,4.6,High,Upto 10th,Rural,Medium,No,no
ST5282,81.27,76.54,67.25,ICSE,80.44,2,Local,4.4,Low,Graduate,Rural,Medium,No,no
ST5283,94.2,82.43,80.51,State,83.59,1,No Coaching,2.3,High,Upto 10th,Urban,Low,Yes,no
ST5284,54.67,75.59,70.8,CBSE,80.43,2,No Coaching,1.5,High,Upto 10th,Urban,Low,No,no
ST5285,100,91.9,69.46,ICSE,68.42,1,Local,5.3,High,Graduate,Urban,High,No,no
ST5286,44.67,72.65,71.77,CBSE,72.56,1,Allen,4.9,Mid,Upto 10th,Semi-Urban,Low,Yes,no
ST5287,69.88,46.53,66.88,State,67.52,2,FIITJEE,6.4,High,Graduate,Semi-Urban,High,Yes,no
ST5288,80.24,87.81,68.11,CBSE,70.8,1,Local,6,High,Upto 10th,Rural,High,Yes,no
ST5289,75.93,56.32,60.96,ICSE,62.9,1,FIITJEE,2.9,Low,Upto 10th,Rural,High,No,no
ST5290,63.28,80.57,58.99,CBSE,73.85,2,Local,6.8,Mid,Graduate,Semi-Urban,High,Yes,no
ST5291,69.09,91.18,56.02,ICSE,59.97,1,Local,6,High,PG,Semi-Urban,Low,Yes,no
ST5292,65.1,73.31,51.3,ICSE,73,2,No Coaching,5.9,Low,Upto 10th,Semi-Urban,High,Yes,no
ST5293,63.75,42.06,57.44,State,62.51,1,Local,9,Low,Upto 10th,Semi-Urban,High,Yes,yes
ST5294,83.89,51.31,65.91,State,77.07,1,Allen,8.6,High,PG,Rural,Medium,Yes,no
ST5295,77,87.16,69.24,ICSE,68.21,2,Allen,5.9,Low,Graduate,Semi-Urban,High,Yes,yes
ST5296,62.3,63.29,64.74,CBSE,77.91,2,Local,5.6,Low,Graduate,Semi-Urban,Medium,Yes,yes
ST5297,84.59,67.27,39.73,ICSE,85.82,1,No Coaching,6.7,Low,PG,Urban,Low,Yes,no
ST5298,76.3,78.14,86.9,State,90.89,1,No Coaching,3.3,Low,Graduate,Rural,Medium,Yes,no
ST5299,83.38,77.14,81.04,CBSE,50,2,FIITJEE,3.4,High,12th,Rural,Low,Yes,no
ST5300,80.81,70.46,73.35,ICSE,66.66,2,Local,5.8,High,Upto 10th,Urban,Low,No,no
ST5301,60.39,62.66,90.89,State,71.97,1,FIITJEE,2.8,Low,Graduate,Rural,Medium,No,yes
ST5302,64.16,61,56.27,ICSE,79.6,1,No Coaching,5.7,High,PG,Rural,Low,No,no
ST5303,82.46,79.73,90.65,ICSE,58.5,1,Allen,4.8,High,Upto 10th,Semi-Urban,Low,No,no
ST5304,80.55,74.86,56.42,ICSE,65.18,2,No Coaching,2.8,Low,PG,Semi-Urban,Low,Yes,no
ST5305,71.71,61.88,70.86,CBSE,76.3,1,Allen,4.6,Low,Graduate,Rural,Medium,Yes,no
ST5306,73.64,83.31,52.71,State,75.85,2,FIITJEE,7.1,Low,PG,Urban,Low,No,no
ST5307,89.89,63.94,68.18,State,78.78,1,No Coaching,4.7,High,PG,Urban,High,Yes,no
ST5308,63.72,52.37,72.63,ICSE,79.44,2,Allen,4.7,High,Upto 10th,Rural,Medium,Yes,no
ST5309,79.66,53.86,66.14,ICSE,78.39,1,FIITJEE,5.2,Mid,Upto 10th,Rural,High,Yes,no
ST5310,69.17,50.34,76.57,ICSE,76.94,2,No Coaching,5.4,Mid,Graduate,Rural,Medium,Yes,no
ST5311,68.95,61.64,69.19,CBSE,75.56,2,Local,3.8,Low,PG,Rural,High,Yes,no
ST5312,87.38,85.74,61.73,State,81.65,1,No Coaching,5.2,Mid,PG,Semi-Urban,Low,No,no
ST5313,83.56,53.12,61.2,ICSE,52.61,2,FIITJEE,2.4,High,Graduate,Semi-Urban,High,No,no
ST5314,83.39,69.02,77.73,State,90.44,2,No Coaching,2.9,Mid,PG,Rural,High,No,no
ST5315,90.28,55.49,60.16,ICSE,52.96,2,FIITJEE,3.2,Mid,PG,Urban,High,No,no
ST5316,72.29,61.84,78.98,State,64.21,1,Allen,5.4,Low,PG,Semi-Urban,Medium,No,yes
ST5317,81.55,41.84,82.67,ICSE,72.73,1,No Coaching,4.8,High,PG,Rural,Low,No,no
ST5318,67.66,62.47,47.98,CBSE,81.73,1,FIITJEE,4.2,High,12th,Urban,Low,No,no
ST5319,76.54,62.9,81.6,ICSE,50,1,FIITJEE,5.9,High,Graduate,Semi-Urban,High,No,no
ST5320,70.18,74.64,92.73,ICSE,74.72,2,Local,5.3,High,Graduate,Semi-Urban,High,No,no
ST5321,73.36,69.57,71.02,ICSE,82.92,2,Allen,3.9,Mid,PG,Rural,Medium,Yes,no
ST5322,80.33,46.83,75.19,ICSE,84.95,1,Local,2.4,Low,Graduate,Urban,High,Yes,yes
ST5323,60.54,83.35,80.44,ICSE,68.03,2,Local,2.9,Mid,12th,Rural,High,Yes,no
ST5324,100,69.36,64.69,State,71.99,2,No Coaching,1.6,High,PG,Semi-Urban,High,No,yes
ST5325,57.92,69.17,70.19,State,68.84,1,FIITJEE,4.8,Low,Upto 10th,Urban,Medium,No,no
ST5326,55,65.85,52.23,CBSE,71.07,1,FIITJEE,2.8,Low,12th,Semi-Urban,High,No,yes
ST5327,88.21,57.72,69.66,ICSE,64.68,2,FIITJEE,3.5,High,Upto 10th,Rural,High,No,no
ST5328,83.08,69.48,73.98,State,66.11,1,No Coaching,4.2,High,Graduate,Rural,High,No,no
ST5329,80.74,73.61,74.19,State,79.34,2,No Coaching,6.6,Low,Graduate,Semi-Urban,Medium,No,no
ST5330,80.8,38.05,80.79,ICSE,76.32,2,Allen,6.4,High,Graduate,Rural,Medium,No,no
ST5331,71.83,57.38,58.7,ICSE,79.92,1,Local,4.4,High,PG,Rural,Low,Yes,no
ST5332,59.44,61.92,61.61,CBSE,77.14,1,Allen,7,High,12th,Semi-Urban,Medium,Yes,no
ST5333,73.06,70.1,90.75,CBSE,82.04,2,Allen,0.5,High,12th,Urban,Low,No,no
ST5334,62.52,85.09,66.2,State,83.78,1,No Coaching,8.3,Low,PG,Semi-Urban,Low,No,no
ST5335,85.65,53.65,70.4,CBSE,57.58,2,FIITJEE,5.9,Low,PG,Semi-Urban,High,Yes,yes
ST5336,69.94,58.03,67.2,State,66.46,2,No Coaching,4.7,Mid,Graduate,Urban,Low,No,no
ST5337,60.44,57.8,58.14,CBSE,72.69,1,No Coaching,2.7,Mid,12th,Rural,High,Yes,no
ST5338,67.5,53.18,87.48,ICSE,74.77,1,No Coaching,3.6,Low,Graduate,Urban,Medium,No,yes
ST5339,77.78,60.45,61.67,CBSE,68.3,1,Allen,5.7,Mid,12th,Semi-Urban,Medium,Yes,no
ST5340,64.11,78.33,54.47,State,84.12,1,FIITJEE,5.8,High,PG,Urban,Low,Yes,no
ST5341,60.49,49.14,62.59,CBSE,94.8,2,No Coaching,5.8,High,Graduate,Rural,High,No,no
ST5342,75.41,72.85,43.98,State,76.86,1,Allen,3,Low,12th,Urban,Low,No,no
ST5343,75.43,38.77,60.18,State,75.84,1,No Coaching,2.6,Mid,PG,Urban,Low,No,no
ST5344,64.9,57.02,56.38,CBSE,83.49,1,Local,4.9,High,Upto 10th,Semi-Urban,Medium,No,no
ST5345,65.41,60.73,75.41,CBSE,56.34,2,FIITJEE,6,Mid,Graduate,Urban,Low,Yes,no
ST5346,75.25,92.8,59.92,State,75.28,1,Allen,4.5,Low,12th,Semi-Urban,High,Yes,yes
ST5347,51.73,61.6,78.65,ICSE,84.79,1,Local,7.5,Low,12th,Rural,Medium,Yes,no
ST5348,52.3,30.78,84.78,CBSE,68.57,1,No Coaching,4.6,Mid,Graduate,Urban,Medium,No,no
ST5349,61.94,34.02,77.37,State,62.73,1,Local,4.5,Low,12th,Urban,Low,Yes,no
ST5350,69.01,66.54,65.42,ICSE,73.14,1,Local,5.8,High,Upto 10th,Semi-Urban,Low,Yes,no
ST5351,76.35,75.82,69.69,State,74.39,2,Allen,6.9,High,Upto 10th,Semi-Urban,Low,No,no
ST5352,92.65,72.01,49.7,CBSE,65.91,2,FIITJEE,1.8,Mid,12th,Rural,High,No,yes
ST5353,84.01,68.68,66.39,State,95.96,2,FIITJEE,2.3,Mid,Graduate,Semi-Urban,Low,Yes,no
ST5354,69.76,84.6,57.67,State,70.21,1,Allen,3.9,Low,12th,Semi-Urban,High,Yes,no
ST5355,71.73,57.37,76.33,State,63.46,1,No Coaching,10,Low,12th,Rural,Low,Yes,yes
ST5356,57.96,80.32,98.87,CBSE,74.06,2,Local,4,Mid,Upto 10th,Semi-Urban,Low,No,no
ST5357,71.74,39.89,74,ICSE,84.08,1,FIITJEE,4.3,Low,PG,Semi-Urban,Medium,Yes,yes
ST5358,67.96,51.52,44.11,ICSE,75.17,2,FIITJEE,5.7,Mid,PG,Semi-Urban,Medium,No,no
ST5359,76.52,37.09,63.67,ICSE,79.86,1,Local,6.5,Mid,12th,Semi-Urban,High,No,no
ST5360,60.42,61.6,69.47,ICSE,66.28,2,No Coaching,4.8,High,Graduate,Rural,Low,No,no
ST5361,79.27,65.26,69.05,CBSE,89.88,2,Local,6.8,Low,Upto 10th,Rural,High,Yes,yes
ST5362,93.46,67.83,59.23,State,80.62,1,Allen,2.1,Mid,PG,Semi-Urban,Medium,No,no
ST5363,70.48,66.99,70.94,ICSE,85.48,1,Allen,3,High,12th,Urban,Medium,Yes,no
ST5364,77.62,51.16,53.09,ICSE,78.65,1,No Coaching,6.8,Mid,Graduate,Rural,Medium,No,no
ST5365,81.66,62.96,56.66,CBSE,83.25,1,FIITJEE,4.5,Low,Upto 10th,Urban,Medium,Yes,yes
ST5366,66.38,42.04,75.75,State,66.27,1,FIITJEE,2,High,PG,Semi-Urban,High,Yes,no
ST5367,75.14,87.81,55.81,State,70.09,2,No Coaching,1.9,Low,PG,Semi-Urban,Low,Yes,no
ST5368,72.18,61.14,74.46,ICSE,88.46,1,No Coaching,2.9,High,PG,Rural,High,Yes,no
ST5369,73.37,58.18,51.57,ICSE,90.6,2,Allen,4.5,Low,Graduate,Urban,Low,No,no
ST5370,61.18,91.42,89.18,State,63.53,1,Allen,5.4,Mid,Graduate,Rural,Medium,Yes,no
ST5371,72.34,46.12,58.71,CBSE,77.5,2,No Coaching,3.8,Mid,Graduate,Rural,High,No,no
ST5372,78.97,47.99,65.32,State,70.69,2,FIITJEE,5.3,Mid,12th,Rural,Low,No,no
ST5373,92.32,48.46,71.97,State,68.03,2,Local,3.6,Low,Upto 10th,Semi-Urban,Low,No,no
ST5374,85.43,64.91,61.22,ICSE,77.85,1,Local,6.9,High,12th,Urban,Medium,No,no
ST5375,100,72.91,69.72,CBSE,86.41,2,Local,9.6,Low,Upto 10th,Semi-Urban,Low,No,yes
ST5376,61.26,77.83,74.9,CBSE,79.52,1,Allen,3.7,Mid,Graduate,Semi-Urban,Low,Yes,no
ST5377,84.21,100,79.53,CBSE,71.8,2,No Coaching,5.5,Low,PG,Semi-Urban,High,No,yes
ST5378,74.57,30.01,77.5,ICSE,80.15,1,FIITJEE,5.3,High,Graduate,Rural,Medium,Yes,no
ST5379,100,75.74,65.94,CBSE,71.4,2,Allen,4.8,Mid,12th,Semi-Urban,Medium,Yes,no
ST5380,60.68,57.09,66.24,CBSE,79.12,1,No Coaching,5.8,Low,Graduate,Semi-Urban,Low,Yes,no
ST5381,60.24,56.62,96.19,ICSE,88.96,1,No Coaching,5.5,Mid,Graduate,Semi-Urban,Low,Yes,no
ST5382,63.61,56.08,79.4,State,54.23,2,Local,3.6,Low,Graduate,Semi-Urban,Medium,No,no
ST5383,42.27,51.46,56.94,CBSE,82.97,2,Local,7.1,Low,PG,Semi-Urban,Medium,No,yes
ST5384,64.64,92.95,69.2,State,59.61,1,FIITJEE,4.9,Mid,Upto 10th,Semi-Urban,Medium,No,no
ST5385,61.37,79.48,63.98,CBSE,87.28,2,FIITJEE,3.7,High,Upto 10th,Urban,Low,Yes,no
ST5386,74.11,66.37,66.38,State,68.63,1,Local,9.4,Mid,12th,Rural,Low,Yes,no
ST5387,76.78,87.62,53.25,State,62.82,1,Local,4.3,High,Upto 10th,Semi-Urban,Medium,No,no
ST5388,98.27,41.8,63.06,ICSE,81.95,2,No Coaching,5,Mid,Graduate,Rural,Medium,No,no
ST5389,85.31,44.71,89.74,ICSE,78.64,1,FIITJEE,4.9,Mid,PG,Urban,Low,Yes,no
ST5390,63.92,31.15,74.95,CBSE,65.01,2,No Coaching,4.2,Mid,Graduate,Urban,Low,No,no
ST5391,59.42,54.81,38.11,CBSE,62.47,1,FIITJEE,5.4,Low,Graduate,Rural,Low,Yes,yes
ST5392,78.89,68.59,82.6,ICSE,73.13,1,FIITJEE,2.8,Low,12th,Urban,High,Yes,no
ST5393,53.52,67.65,81.08,CBSE,62.96,1,Allen,5.7,High,Graduate,Semi-Urban,Medium,No,no
ST5394,97.64,68.39,63.69,CBSE,64.39,1,Local,1,Mid,Graduate,Urban,High,No,yes
ST5395,88.51,43.42,76.61,ICSE,76.16,2,Allen,1.9,Low,12th,Semi-Urban,High,Yes,yes
ST5396,65.43,78.85,57.69,State,65.34,1,FIITJEE,8.2,Low,Upto 10th,Rural,Low,Yes,no
ST5397,48.02,69.83,62.36,CBSE,79.27,2,No Coaching,2,Mid,Upto 10th,Rural,Medium,No,no
ST5398,90.95,77.73,85.98,ICSE,89.9,1,FIITJEE,0.6,Mid,Upto 10th,Rural,Low,No,no
ST5399,70.4,35.72,64.74,CBSE,73.51,1,Allen,2,Mid,12th,Rural,Low,No,no
ST5400,89.33,70.98,45.56,CBSE,76.3,2,Local,8,High,12th,Rural,Low,No,no
ST5401,49.68,47,67.24,ICSE,95.18,1,No Coaching,0.9,Mid,PG,Rural,Low,Yes,yes
ST5402,63.61,59.64,67.06,ICSE,63.12,1,FIITJEE,2.6,Low,PG,Semi-Urban,Medium,Yes,yes
ST5403,72.07,74.55,82.38,CBSE,86.91,2,FIITJEE,1.6,Low,Graduate,Rural,Medium,Yes,no
ST5404,72.66,67.46,68.17,CBSE,85.71,1,Local,4,Mid,Graduate,Urban,Low,Yes,no
ST5405,65.7,52.38,62.94,State,83.54,1,FIITJEE,3.6,High,12th,Semi-Urban,High,Yes,no
ST5406,80.72,66.1,80.54,State,87.92,1,FIITJEE,3.5,High,12th,Semi-Urban,Low,No,no
ST5407,57.05,41.5,69.45,ICSE,77.81,2,Local,8.2,Low,PG,Semi-Urban,High,Yes,yes
ST5408,70.01,84.4,59,CBSE,69.17,2,Allen,2.1,High,Graduate,Semi-Urban,High,Yes,no
ST5409,73.68,62.72,81.86,ICSE,85.95,2,Allen,4.3,Mid,Graduate,Rural,Low,No,no
ST5410,79.2,83.9,70.32,ICSE,86.33,2,Allen,5.2,High,Graduate,Rural,Medium,Yes,no
ST5411,81.96,57.58,68.04,CBSE,86.05,2,Allen,2.5,High,Upto 10th,Rural,Low,No,no
ST5412,56.26,57.62,70.13,State,75.45,2,No Coaching,5.5,Low,PG,Urban,Medium,No,no
ST5413,50.52,53.77,55.15,ICSE,67.84,2,No Coaching,3.7,Low,Upto 10th,Rural,High,Yes,no
ST5414,89.89,80.02,61.67,ICSE,76.91,2,Local,5.2,Low,Graduate,Rural,Medium,Yes,no
ST5415,76.65,54.65,68.04,CBSE,84.42,1,Local,4.3,High,12th,Urban,Medium,Yes,no
ST5416,61.52,76.31,65.66,State,85.24,2,Local,0.4,Low,PG,Rural,Medium,Yes,no
ST5417,93.72,59.88,83.27,State,70.7,1,No Coaching,7.1,Low,Upto 10th,Rural,Low,No,no
ST5418,73.62,34.38,70.61,CBSE,78.15,1,FIITJEE,8.6,High,Graduate,Semi-Urban,High,No,no
ST5419,88.51,56.87,78.26,ICSE,61.91,1,No Coaching,4.1,High,Upto 10th,Rural,High,No,no
ST5420,72.95,47.13,68.11,CBSE,84.85,1,Allen,2.7,High,12th,Urban,Medium,Yes,no
ST5421,100,66.54,80.68,CBSE,67.17,1,Allen,7.5,Mid,PG,Semi-Urban,High,No,no
ST5422,96.57,46.95,72.77,State,82.85,2,FIITJEE,8.3,Mid,12th,Urban,Medium,Yes,no
ST5423,68.51,80.82,68.16,ICSE,63.51,2,Local,4.2,High,12th,Urban,Medium,No,no
ST5424,85.6,64.54,67.84,ICSE,85.31,1,No Coaching,4.1,Low,PG,Rural,Medium,No,no
ST5425,81.04,63.16,56.55,State,78.22,2,FIITJEE,4.3,High,Graduate,Semi-Urban,Medium,Yes,no
ST5426,91.16,76.49,74.08,ICSE,67.19,2,FIITJEE,1.2,Mid,Graduate,Rural,Low,No,no
ST5427,58.49,81.42,67.52,ICSE,81.91,2,No Coaching,3.9,Low,Upto 10th,Semi-Urban,Medium,Yes,no
ST5428,81.6,65.68,61.98,CBSE,69.1,2,FIITJEE,7.9,Mid,Graduate,Semi-Urban,High,No,no
ST5429,86.82,53.66,81.28,CBSE,82.5,2,Local,4.2,Mid,Graduate,Semi-Urban,Low,No,no
ST5430,47.38,37.62,53,CBSE,72.26,1,No Coaching,2.4,Mid,Graduate,Urban,High,Yes,yes
ST5431,55.43,55.02,62.93,ICSE,57.79,1,No Coaching,5.5,Mid,Upto 10th,Rural,Low,No,no
ST5432,43.45,56.12,80.33,ICSE,65.18,1,FIITJEE,3.2,Low,PG,Semi-Urban,Medium,No,yes
ST5433,68.23,67.71,71.79,ICSE,70.7,1,Local,4.4,High,Graduate,Semi-Urban,Low,No,no
ST5434,82.05,60.48,67.43,ICSE,88.68,1,Local,2,Low,12th,Urban,High,Yes,yes
ST5435,93.03,77.01,71.01,State,84.01,2,Allen,2.4,High,Graduate,Semi-Urban,Low,Yes,no
ST5436,73.04,56.19,70.15,State,91.24,2,No Coaching,6,High,Graduate,Semi-Urban,Low,Yes,no
ST5437,94.8,65.09,49.8,ICSE,91.54,1,Allen,4.7,Low,PG,Rural,Medium,Yes,yes
ST5438,52.68,84.94,63.81,CBSE,69.65,1,Local,2.9,High,12th,Urban,Medium,No,no
ST5439,48.15,71.47,87.4,CBSE,73.12,2,Local,4.7,Low,Upto 10th,Urban,Low,No,no
ST5440,71.22,65.04,60.09,State,70.89,2,Allen,3.3,Low,Graduate,Semi-Urban,Medium,Yes,yes
ST5441,77.38,56.37,64.18,State,68.28,1,No Coaching,2.9,High,Graduate,Semi-Urban,Medium,Yes,no
ST5442,71.54,55.87,61.5,ICSE,56.59,1,Allen,6.8,High,Graduate,Urban,Low,No,no
ST5443,43.06,52.39,66.96,ICSE,74.85,2,Local,6.1,Mid,Graduate,Semi-Urban,High,Yes,no
ST5444,70.75,57.34,61,ICSE,62.14,2,Local,4.5,High,12th,Semi-Urban,Medium,Yes,no
ST5445,53.74,78.09,73.84,ICSE,74.66,1,FIITJEE,4.8,High,PG,Urban,Low,Yes,no
ST5446,81.38,62.45,70.37,ICSE,96.16,2,FIITJEE,4.5,High,PG,Semi-Urban,Low,Yes,no
ST5447,77.13,44.4,77.28,CBSE,69.91,2,Allen,5.5,Low,Graduate,Rural,Low,No,yes
ST5448,58.84,94.29,55.39,CBSE,76.95,1,FIITJEE,2.9,Mid,Upto 10th,Semi-Urban,High,No,no
ST5449,64.81,71.12,63.92,ICSE,84.07,2,Local,6.2,Mid,12th,Urban,High,Yes,no
ST5450,57.17,43.49,65.29,CBSE,77.8,1,No Coaching,5.2,Low,12th,Rural,High,Yes,no
ST5451,71.12,58.93,73.47,ICSE,77.92,2,No Coaching,4,High,Upto 10th,Semi-Urban,Medium,No,no
ST5452,85.37,67.77,58.48,ICSE,71.38,1,Allen,3.5,High,Graduate,Rural,Low,No,no
ST5453,58.2,93.27,78.99,State,72.68,2,FIITJEE,6.2,Low,Graduate,Urban,Low,Yes,yes
ST5454,79.06,48.27,82.24,CBSE,65.4,2,Allen,4.2,Mid,Graduate,Rural,High,No,no
ST5455,64.58,81.62,56.13,CBSE,83.46,1,FIITJEE,3.1,Low,Upto 10th,Semi-Urban,Medium,No,no
ST5456,60.9,88.39,62.11,State,57.59,1,No Coaching,3.7,Low,12th,Semi-Urban,Medium,No,no
ST5457,70.5,55.94,61.62,CBSE,84.71,2,FIITJEE,6,High,PG,Urban,Low,No,no
ST5458,57.51,61.56,99.59,State,60.96,1,FIITJEE,1.3,Low,Graduate,Rural,High,No,yes
ST5459,64.25,49.42,62.84,CBSE,84.63,1,Allen,3.8,Low,Upto 10th,Rural,Low,No,no
ST5460,55.23,62.74,88.13,ICSE,71.46,2,No Coaching,6.6,Low,Upto 10th,Urban,High,Yes,yes
ST5461,99.51,65.41,52.8,State,62.68,2,FIITJEE,4.2,High,Graduate,Urban,High,No,no
ST5462,72.49,76.55,56.12,ICSE,80.79,2,No Coaching,5,High,Upto 10th,Urban,Low,No,no
ST5463,62.2,83.44,59.76,ICSE,84.29,1,FIITJEE,6.7,Mid,Graduate,Urban,High,Yes,no
ST5464,75,54.03,57.85,CBSE,70.62,2,No Coaching,6.3,Mid,Graduate,Semi-Urban,High,Yes,no
ST5465,70.43,34.52,64.79,State,82.21,2,FIITJEE,3.6,Mid,Graduate,Semi-Urban,High,Yes,no
ST5466,68.91,65.66,59.49,ICSE,52.15,1,Local,4.2,High,12th,Urban,High,Yes,no
ST5467,80.6,70.7,58.17,ICSE,61.79,1,No Coaching,6.3,Mid,Upto 10th,Urban,Medium,Yes,no
ST5468,82.61,69.99,81.9,State,87.92,1,Local,6.4,Low,PG,Rural,High,Yes,yes
ST5469,64.57,60.77,82.69,CBSE,72.76,2,Local,4.3,Mid,12th,Semi-Urban,High,Yes,no
ST5470,63.94,68,79.39,ICSE,56.38,1,Local,4.4,Low,Graduate,Rural,High,Yes,no
ST5471,68.15,90.25,74.29,CBSE,68.01,2,FIITJEE,5,Mid,Upto 10th,Rural,Low,Yes,no
ST5472,39.77,72.11,69.11,State,65.77,2,No Coaching,7.2,High,PG,Semi-Urban,Medium,No,no
ST5473,50.79,60.03,62.04,CBSE,73.34,2,FIITJEE,6.6,Low,Graduate,Urban,High,Yes,yes
ST5474,91.14,58,56.56,State,71.29,2,FIITJEE,5.9,Low,Upto 10th,Semi-Urban,High,Yes,no
ST5475,95.03,63.28,72.36,CBSE,76.79,1,No Coaching,2.3,High,Graduate,Rural,Low,No,no
ST5476,68.51,92.19,53.92,CBSE,74.31,1,Allen,4,Low,PG,Semi-Urban,Medium,No,yes
ST5477,80.07,63.07,56.07,ICSE,88.6,1,FIITJEE,4.1,Mid,Upto 10th,Urban,Medium,Yes,no
ST5478,76.36,65.68,81.83,CBSE,79.25,1,Local,7.3,High,PG,Semi-Urban,Medium,Yes,no
ST5479,100,58.28,90.81,ICSE,79.58,2,FIITJEE,4,Low,Graduate,Urban,High,No,yes
ST5480,87.67,83.58,72.72,State,86.65,1,Allen,7,High,Graduate,Urban,Medium,Yes,no
ST5481,70.21,97.36,81.28,State,71.11,2,Local,3.4,Low,PG,Rural,Low,Yes,yes
ST5482,58.62,73.21,65.05,ICSE,62.38,1,FIITJEE,3.5,Low,12th,Rural,Low,Yes,no
ST5483,49.51,67.32,51.95,CBSE,87.07,1,No Coaching,5.5,High,12th,Urban,High,Yes,no
ST5484,74.85,66.59,75.35,State,76.36,2,Local,7.6,Low,Upto 10th,Urban,High,Yes,yes
ST5485,61.41,27.85,74.83,State,76.39,2,Allen,4.1,Mid,Upto 10th,Rural,High,Yes,no
ST5486,52.09,77.92,68.86,State,68.67,2,FIITJEE,0,Mid,12th,Urban,High,Yes,yes
ST5487,62.95,68.15,65.09,ICSE,68.83,1,No Coaching,1.4,Low,PG,Semi-Urban,Low,Yes,no
